Europa plus Top 40, http://eptop128.streamr.ru/
Dance UK, https://dancestream.danceradiouk.com/stream/
Box Uk, https://boxstream.danceradiouk.com/stream/
Top 80, https://www.top80radio.com/ecoute/only1-wa.m3u
top 40, https://stream.radiotop40.de/charts/mp3-192/
Top hip-hop, https://stream.radiotop40.de/urban/mp3-128/
Hit-FM 200, https://hitfm-hit2000.hostingradio.ru/hit200096.aacp
Yello radio, https://yellowradio.ice.infomaniak.ch/yellowradio.mp3
Cafe radio, https://cafe.amgradio.ru/Cafe
